rank,word,abs_freq,norm_freq
4700,afrontar,2949,19.33
4701,describe,2949,19.33
4702,disponibles,2949,19.33
4703,proceder,2949,19.33
4704,estrictamente,2948,19.32
4705,redondo ,2948,19.32
4706,horror,2947,19.31
4707,copia,2946,19.31
4708,renunciar,2946,19.31
4709,dimisión,2945,19.3
4710,limpio,2945,19.3
4711,procedente ,2944,19.29
4712,gráfico,2941,19.27
4713,quedará ,2941,19.27
4714,cuota,2940,19.27
4715,tramo ,2938,19.25
4716,carolina,2936,19.24
4717,cultivos,2933,19.22
4718,tratamientos,2932,19.21
4719,barro,2930,19.2
4720,grasas ,2930,19.2
4721,sufren,2929,19.19
4722,pretenden ,2927,19.18
4723,tablas,2927,19.18
4724,residuos,2926,19.17
4725,cádiz,2924,19.16
4726,intervenciones,2924,19.16
4727,promesa ,2924,19.16
4728,volvieron,2924,19.16
4729,marqués ,2923,19.15
4730,harán,2921,19.14
4731,participan,2921,19.14
4732,ponga ,2919,19.13
4733,carro,2918,19.12
4734,flujo,2918,19.12
4735,originales,2917,19.12
4736,desnudo ,2916,19.11
4737,interpretar,2916,19.11
4738,decisivo,2914,19.1
4739,entendimiento ,2914,19.1
4740,llamas,2914,19.1
4741,tranquila,2912,19.08
4742,hueso ,2909,19.06
4743,sentarse,2909,19.06
4744,memorias  ,2908,19.06
4745,transportes,2908,19.06
4746,incapacidad ,2907,19.05
4747,pretendía,2906,19.04
4748,cirugía,2905,19.04
4749,dedicada ,2905,19.04
4750,duros,2905,19.04
4751,mary ,2905,19.04
4752,permitan,2905,19.04
4753,deseaba ,2904,19.03
4754,direcciones,2904,19.03
4755,refugiados,2904,19.03
4756,aislamiento,2903,19.02
4757,artificial,2903,19.02
4758,católicos,2903,19.02
4759,talleres,2903,19.02
4760,orilla,2902,19.02
4761,camión ,2901,19.01
4762,hoteles,2899,19
4763,informar,2899,19
4764,tumba ,2899,19
4765,capítulos,2897,18.98
4766,ríe,2897,18.98
4767,marruecos ,2896,18.98
4768,dueños ,2895,18.97
4769,elegante,2895,18.97
4770,romano ,2895,18.97
4771,célebre,2894,18.96
4772,diana,2894,18.96
4773,formada ,2894,18.96
4774,miradas ,2894,18.96
4775,jardines,2891,18.95
4776,publicada,2889,18.93
4777,realizando,2888,18.93
4778,comidas ,2887,18.92
4779,útiles,2887,18.92
4780,carbono ,2886,18.91
4781,oculta,2886,18.91
4782,web ,2886,18.91
4783,bailar,2885,18.91
4784,irak,2885,18.91
4785,transcurso,2885,18.91
4786,actúan ,2884,18.9
4787,colectivos,2884,18.9
4788,medir,2883,18.89
4789,orejas,2882,18.89
4790,conductas ,2880,18.87
4791,empate ,2880,18.87
4792,colonial,2879,18.87
4793,presa,2879,18.87
4794,rumores ,2879,18.87
4795,apoya ,2878,18.86
4796,guardar,2878,18.86
4797,hectáreas ,2876,18.85
4798,sonrió,2875,18.84
4799,chicas,2874,18.83
4800,monarquía ,2873,18.83
4801,operativo,2873,18.83
4802,preguntar,2873,18.83
4803,buscaba ,2872,18.82
4804,definido,2872,18.82
4805,ciudadanía,2870,18.81
4806,paloma ,2870,18.81
4807,concluye ,2869,18.8
4808,vídeo,2869,18.8
4809,usos ,2868,18.79
4810,vascos ,2868,18.79
4811,robo,2867,18.79
4812,roto,2867,18.79
4813,volví,2867,18.79
4814,desayuno ,2866,18.78
4815,respetar,2866,18.78
4816,compositor ,2865,18.77
4817,respectivos,2865,18.77
4818,móvil,2863,18.76
4819,trama ,2863,18.76
4820,tenis,2862,18.76
4821,complicado ,2861,18.75
4822,desastre,2861,18.75
4823,ministra,2861,18.75
4824,asesinado ,2859,18.74
4825,celebra,2859,18.74
4826,razonable,2858,18.73
4827,vayan ,2858,18.73
4828,productividad,2857,18.72
4829,corredor,2856,18.72
4830,separado ,2856,18.72
4831,alas,2855,18.71
4832,cuantas ,2855,18.71
4833,domínguez  ,2855,18.71
4834,hechas ,2855,18.71
4835,permitía,2855,18.71
4836,hablamos ,2852,18.69
4837,alarma ,2851,18.68
4838,atentados ,2851,18.68
4839,moverse ,2851,18.68
4840,fraude,2850,18.68
4841,mentales ,2850,18.68
4842,seguidores ,2849,18.67
4843,llevo,2848,18.66
4844,planteamientos ,2848,18.66
4845,invitación,2847,18.66
4846,cálculos,2845,18.64
4847,catalanes,2845,18.64
4848,limitado,2844,18.64
4849,mantenía ,2844,18.64
4850,onda ,2844,18.64
4851,fray,2843,18.63
4852,acercarse ,2842,18.62
4853,caos ,2842,18.62
4854,exigencia,2842,18.62
4855,oviedo,2840,18.61
4856,reagan ,2840,18.61
4857,griego,2839,18.6
4858,creyó,2838,18.6
4859,vano,2838,18.6
4860,sexto,2837,18.59
4861,supuestamente  ,2837,18.59
4862,intérpretes,2835,18.58
4863,protestas,2835,18.58
4864,sufrimiento,2835,18.58
4865,carnes ,2834,18.57
4866,egipto,2833,18.56
4867,administraciones,2832,18.56
4868,calderón,2832,18.56
4869,desafío,2832,18.56
4870,antigüedad ,2830,18.55
4871,tercio,2830,18.55
4872,estreno,2829,18.54
4873,áfrica,2828,18.53
4874,bahía,2828,18.53
4875,fortaleza,2828,18.53
4876,obviamente ,2828,18.53
4877,siguieron,2828,18.53
4878,vinos,2828,18.53
4879,fujimori,2827,18.53
4880,ingeniería,2826,18.52
4881,resultaron,2826,18.52
4882,garganta,2825,18.51
4883,masculino ,2825,18.51
4884,sentada ,2825,18.51
4885,quedando ,2824,18.51
4886,majestad ,2823,18.5
4887,rector,2823,18.5
4888,mínimos ,2822,18.49
4889,modernos  ,2821,18.49
4890,experto,2820,18.48
4891,rosas,2820,18.48
4892,trajo,2820,18.48
4893,vela,2820,18.48
4894,cobre,2818,18.47
4895,permanencia ,2818,18.47
4896,rescate,2817,18.46
4897,enfrente,2816,18.45
4898,firmas,2816,18.45
4899,tensiones,2816,18.45
4900,confederación,2815,18.45
4901,problemática,2814,18.44
4902,recta,2814,18.44
4903,trabajaba,2814,18.44
4904,asia,2812,18.43
4905,extranjeras,2812,18.43
4906,llevará,2811,18.42
4907,detener,2810,18.41
4908,modalidad ,2810,18.41
4909,guzmán  ,2809,18.41
4910,vegetal,2809,18.41
4911,chávez ,2808,18.4
4912,jugo,2808,18.4
4913,terrestre,2808,18.4
4914,ángulo,2805,18.38
4915,tentación,2805,18.38
4916,coordinador,2804,18.37
4917,nerviosa,2804,18.37
4918,suicidio,2803,18.37
4919,acompaña  ,2802,18.36
4920,armados ,2801,18.36
4921,rol,2801,18.36
4922,agrícolas,2800,18.35
4923,murcia ,2800,18.35
4924,oliva,2800,18.35
4925,provisional,2800,18.35
4926,determina ,2799,18.34
4927,evaluar,2799,18.34
4928,funcional,2799,18.34
4929,párrafo,2799,18.34
4930,patas,2799,18.34
4931,cruzar,2798,18.34
4932,huir,2798,18.34
4933,novio,2797,18.33
4934,aparecía,2794,18.31
4935,justa,2793,18.3
4936,manejar ,2793,18.3
4937,caro,2792,18.3
4938,naranja,2792,18.3
4939,licenciado,2791,18.29
4940,rostros,2791,18.29
4941,barba,2790,18.28
4942,combustible ,2790,18.28
4943,enfrenta,2790,18.28
4944,acero,2788,18.27
4945,adquirido,2787,18.26
4946,sorprendió,2787,18.26
4947,esfera,2786,18.26
4948,genio,2786,18.26
4949,bernardo,2785,18.25
4950,ira,2785,18.25
4951,vapor,2785,18.25
4952,satisfecho,2783,18.24
4953,símbolos ,2783,18.24
4954,encuestas ,2782,18.23
4955,lluvias,2781,18.22
4956,obtención,2781,18.22
4957,curva,2780,18.22
4958,bill,2778,18.2
4959,coca ,2778,18.2
4960,guerrilleros,2778,18.2
4961,incrementar,2778,18.2
4962,medalla ,2778,18.2
4963,nacionalidad,2776,18.19
4964,vigo,2776,18.19
4965,bebidas ,2775,18.18
4966,trate,2775,18.18
4967,complejos ,2774,18.18
4968,realizaron,2774,18.18
4969,preocupado ,2773,18.17
4970,caracteres,2772,18.17
4971,vuelva,2772,18.17
4972,estableció,2771,18.16
4973,formato,2771,18.16
4974,contemporáneo  ,2770,18.15
4975,registrado,2769,18.15
4976,convención ,2768,18.14
4977,taxi,2768,18.14
4978,tronco,2768,18.14
4979,observó,2767,18.13
4980,apreciar,2766,18.13
4981,diera,2765,18.12
4982,consideraciones ,2764,18.11
4983,empiezan ,2763,18.11
4984,viena,2763,18.11
4985,dedicó,2762,18.1
4986,tardes,2760,18.09
4987,asociados ,2759,18.08
4988,instalado,2759,18.08
4989,supuesta ,2759,18.08
4990,tecnológica,2758,18.07
4991,transferencia,2758,18.07
4992,ámbitos ,2757,18.07
4993,empeño  ,2757,18.07
4994,eugenio ,2757,18.07
4995,vistas,2757,18.07
4996,arreglo,2755,18.05
4997,magistrado ,2754,18.05
4998,notables,2754,18.05
4999,registros,2753,18.04
5000,jugó,2752,18.03
5001,cable,2751,18.03
5002,constantes ,2751,18.03
5003,acaban ,2750,18.02
5004,ciego,2749,18.01
5005,umbral ,2748,18.01
5006,andaba ,2747,18
5007,aportación,2747,18
5008,cristales,2747,18
5009,episodios,2747,18
5010,obligados,2747,18
5011,investigador,2745,17.99
5012,ocupan ,2745,17.99
5013,cadáveres ,2743,17.98
5014,detiene,2743,17.98
5015,hígado,2743,17.98
5016,afecto,2742,17.97
5017,ciudadana ,2742,17.97
5018,columnas ,2742,17.97
5019,marx ,2742,17.97
5020,abuso ,2741,17.96
5021,cuero,2741,17.96
5022,edades ,2741,17.96
5023,mencionar ,2740,17.96
5024,fruta,2739,17.95
5025,africa,2738,17.94
5026,alteración,2738,17.94
5027,cerro,2738,17.94
5028,obstáculos ,2738,17.94
5029,archivos,2737,17.94
5030,bravo,2737,17.94
5031,iniciales,2737,17.94
5032,ancianos ,2736,17.93
5033,instantes,2736,17.93
5034,clarín,2734,17.92
5035,restauración,2734,17.92
5036,inspiración,2733,17.91
5037,lucas,2733,17.91
5038,occidentales,2733,17.91
5039,informaron,2732,17.9
5040,picado,2732,17.9
5041,pro,2732,17.9
5042,traer,2731,17.9
5043,fijo,2729,17.88
5044,organizada ,2729,17.88
5045,peculiar,2729,17.88
5046,compras ,2728,17.88
5047,eficiencia,2727,17.87
5048,postre,2727,17.87
5049,adicional,2726,17.86
5050,bordo,2726,17.86
5051,negar,2726,17.86
5052,ofertas,2726,17.86
5053,polo,2726,17.86
5054,profundas,2726,17.86
5055,creada ,2725,17.86
5056,notar,2725,17.86
5057,rehabilitación,2725,17.86
5058,vimos ,2725,17.86
5059,oídos,2724,17.85
5060,rodeado ,2724,17.85
5061,novedades ,2723,17.84
5062,anciano ,2722,17.84
5063,estadística,2722,17.84
5064,australia,2721,17.83
5065,avanza ,2721,17.83
5066,documental ,2721,17.83
5067,presunto,2720,17.82
5068,vertical,2720,17.82
5069,llegará,2719,17.82
5070,tendremos ,2719,17.82
5071,entregado ,2718,17.81
5072,importaciones ,2718,17.81
5073,ambientales ,2717,17.8
5074,alrededores,2716,17.8
5075,garzón ,2716,17.8
5076,cansado ,2715,17.79
5077,masiva ,2715,17.79
5078,opuesto ,2715,17.79
5079,representaciones ,2714,17.78
5080,tomaron ,2714,17.78
5081,recomendaciones  ,2713,17.78
5082,traído,2713,17.78
5083,desarrollados,2712,17.77
5084,estrecho,2712,17.77
5085,produciendo ,2712,17.77
5086,constituido,2711,17.77
5087,julia,2711,17.77
5088,puertos,2711,17.77
5089,asunción ,2710,17.76
5090,coincide,2710,17.76
5091,correspondencia ,2710,17.76
5092,altamente ,2709,17.75
5093,ojalá,2709,17.75
5094,peruano ,2709,17.75
5095,resuelto,2709,17.75
5096,claros,2708,17.75
5097,exista,2708,17.75
5098,privatización,2707,17.74
5099,augusto ,2706,17.73
5100,sencillamente,2706,17.73
5101,vuestra,2705,17.73
5102,catalina,2704,17.72
5103,quita,2704,17.72
5104,competición ,2703,17.71
5105,mérito,2703,17.71
5106,satélite,2703,17.71
5107,madurez ,2702,17.71
5108,partidarios,2702,17.71
5109,seguían ,2702,17.71
5110,serra,2702,17.71
5111,verdaderos,2702,17.71
5112,inconsciente,2701,17.7
5113,informado,2700,17.69
5114,juzgar,2700,17.69
5115,aclaró,2699,17.69
5116,agraria,2699,17.69
5117,armando ,2699,17.69
5118,fantasma ,2699,17.69
5119,gustan ,2699,17.69
5120,detectar,2698,17.68
5121,estudiado,2697,17.67
5122,inauguración,2697,17.67
5123,licencia,2697,17.67
5124,escultura,2696,17.67
5125,espectáculos ,2696,17.67
5126,finca,2696,17.67
5127,impresionante ,2696,17.67
5128,presentará,2695,17.66
5129,contento,2694,17.65
5130,gordo,2693,17.65
5131,inmenso ,2692,17.64
5132,vasos ,2692,17.64
5133,álvarez,2691,17.63
5134,enfrentarse,2691,17.63
5135,fieles,2691,17.63
5136,republicano,2691,17.63
5137,ternura,2691,17.63
5138,implantación,2689,17.62
5139,propiamente ,2688,17.61
5140,sagrado ,2688,17.61
5141,integran,2687,17.61
5142,cristóbal,2686,17.6
5143,perdiendo,2686,17.6
5144,gama ,2685,17.59
5145,irregularidades,2685,17.59
5146,asombro ,2683,17.58
5147,gobernación ,2683,17.58
5148,sobrevivir,2683,17.58
5149,rodolfo,2681,17.57
5150,trabajado,2681,17.57
5151,trigo,2681,17.57
5152,depósitos,2680,17.56
5153,disponible,2680,17.56
5154,manolo ,2680,17.56
5155,publica,2680,17.56
5156,min ,2679,17.56
5157,hallaba,2678,17.55
5158,llegaban,2678,17.55
5159,solicitó,2678,17.55
5160,preso,2677,17.54
5161,contribución,2676,17.54
5162,denominación ,2676,17.54
5163,echa ,2676,17.54
5164,tormenta ,2676,17.54
5165,ubicado ,2676,17.54
5166,usan ,2675,17.53
5167,obligó,2673,17.52
5168,huellas,2672,17.51
5169,peores ,2671,17.5
5170,significativa,2671,17.5
5171,vecina,2671,17.5
5172,pedía,2670,17.5
5173,conferencias,2669,17.49
5174,menú ,2669,17.49
5175,acusa ,2668,17.48
5176,mandó  ,2668,17.48
5177,aprovechando ,2667,17.48
5178,bosnia,2667,17.48
5179,demócrata ,2666,17.47
5180,instancias,2665,17.46
5181,supe ,2665,17.46
5182,difícilmente,2664,17.46
5183,departamentos ,2663,17.45
5184,indiferencia,2662,17.44
5185,saco ,2662,17.44
5186,cuchillo,2661,17.44
5187,senadores ,2661,17.44
5188,completar ,2660,17.43
5189,monedas  ,2660,17.43
5190,necesitamos ,2660,17.43
5191,surgen ,2660,17.43
5192,den ,2659,17.42
5193,electrónica,2659,17.42
5194,volverá,2659,17.42
5195,opera,2658,17.42
5196,acusados ,2657,17.41
5197,colombianos ,2657,17.41
5198,variedades,2657,17.41
5199,modernización ,2656,17.4
5200,firmar,2655,17.4
5201,finalizar,2654,17.39
5202,montón ,2654,17.39
5203,anuncios ,2653,17.39
5204,peter,2653,17.39
5205,pozo ,2653,17.39
5206,princesa,2653,17.39
5207,tocado ,2653,17.39
5208,alcaldía,2652,17.38
5209,vegetación,2652,17.38
5210,sudor,2651,17.37
5211,funcionar,2649,17.36
5212,peces ,2649,17.36
5213,prevenir,2648,17.35
5214,rebeldes,2648,17.35
5215,cumplen ,2647,17.35
5216,probabilidad,2647,17.35
5217,realizarse,2647,17.35
5218,riego,2647,17.35
5219,tradiciones,2647,17.35
5220,revolucionaria,2646,17.34
5221,sentó,2646,17.34
5222,series,2646,17.34
5223,bolsas,2645,17.33
5224,incidentes,2645,17.33
5225,nacionalismo ,2645,17.33
5226,nostalgia,2645,17.33
5227,muertes ,2644,17.33
5228,noventa,2644,17.33
5229,simón ,2644,17.33
5230,solucionar,2644,17.33
5231,deriva,2643,17.32
5232,mera ,2643,17.32
5233,referirse,2643,17.32
5234,aprobada ,2642,17.31
5235,oscuras ,2642,17.31
5236,acento ,2641,17.31
5237,intentado,2641,17.31
5238,planteado,2641,17.31
5239,hueco ,2639,17.29
5240,citar,2638,17.29
5241,asesino ,2637,17.28
5242,celebrada,2637,17.28
5243,liderazgo,2637,17.28
5244,científicas,2636,17.27
5245,monto ,2635,17.27
5246,casualidad,2634,17.26
5247,controles,2634,17.26
5248,integrada,2633,17.25
5249,creencias,2632,17.25
5250,presidenta,2632,17.25
5251,reunió,2632,17.25
5252,supera ,2632,17.25
5253,acusó ,2631,17.24
5254,legislativo,2631,17.24
5255,reír,2631,17.24
5256,asilo,2630,17.23
5257,chilenos,2630,17.23
5258,cobrar,2630,17.23
5259,méndez  ,2630,17.23
5260,participó,2630,17.23
5261,solana,2630,17.23
5262,defiende,2629,17.23
5263,escuchó ,2629,17.23
5264,venganza ,2629,17.23
5265,énfasis,2628,17.22
5266,chilena,2627,17.21
5267,maestra ,2626,17.21
5268,aguirre,2625,17.2
5269,desplazamiento ,2624,17.19
5270,nieto,2624,17.19
5271,das ,2623,17.19
5272,torero,2623,17.19
5273,falla,2622,17.18
5274,domingos ,2621,17.18
5275,emisora ,2621,17.18
5276,magia ,2621,17.18
5277,pregunto,2619,17.16
5278,considerando ,2618,17.16
5279,ubicación,2618,17.16
5280,lateral,2616,17.14
5281,pintores,2616,17.14
5282,flota,2615,17.14
5283,bonito,2614,17.13
5284,ocultar,2614,17.13
5285,partículas,2614,17.13
5286,broma ,2612,17.12
5287,palacios,2612,17.12
5288,consuelo ,2611,17.11
5289,parcialmente,2611,17.11
5290,ediciones,2610,17.1
5291,copas ,2609,17.1
5292,desesperación ,2609,17.1
5293,merced ,2609,17.1
5294,palo,2609,17.1
5295,ajena,2608,17.09
5296,concha ,2607,17.08
5297,meter ,2607,17.08
5298,considerados ,2606,17.08
5299,teórico,2606,17.08
5300,fachada ,2603,17.06
5301,montes ,2602,17.05
5302,capilla,2601,17.04
5303,malestar,2601,17.04
5304,denominada  ,2600,17.04
5305,estímulos,2600,17.04
5306,claudio,2598,17.02
5307,digamos ,2598,17.02
5308,agrupación ,2595,17
5309,excesivo,2594,17
5310,vasca ,2594,17
5311,votar,2593,16.99
5312,bronce ,2592,16.99
5313,despacio ,2592,16.99
5314,ginebra,2592,16.99
5315,modernidad ,2591,16.98
5316,manteniendo ,2589,16.97
5317,confirma,2588,16.96
5318,captura,2587,16.95
5319,constituir,2587,16.95
5320,ligero,2587,16.95
5321,tuvimos,2587,16.95
5322,contradicciones,2586,16.95
5323,cubre,2586,16.95
5324,titulares,2586,16.95
5325,competir,2585,16.94
5326,descubre ,2585,16.94
5327,pisos,2585,16.94
5328,refirió,2584,16.93
5329,sanitaria,2584,16.93
5330,delincuentes,2582,16.92
5331,incorporar,2581,16.91
5332,lanzamiento ,2580,16.91
5333,químicos ,2580,16.91
5334,beatriz,2579,16.9
5335,influencias,2579,16.9
5336,prd,2579,16.9
5337,capitalista,2578,16.89
5338,video,2578,16.89
5339,ave,2577,16.89
5340,fuertemente,2577,16.89
5341,cerdo,2576,16.88
5342,éxitos,2575,16.87
5343,ideales,2575,16.87
5344,tolerancia,2575,16.87
5345,capas ,2574,16.87
5346,crudo,2574,16.87
5347,manual ,2573,16.86
5348,cecilia,2571,16.85
5349,guitarra,2571,16.85
5350,poética,2571,16.85
5351,repitió,2571,16.85
5352,sacerdotes ,2571,16.85
5353,creatividad,2570,16.84
5354,rurales,2569,16.83
5355,cocaína ,2568,16.83
5356,contener,2568,16.83
5357,ganancias ,2568,16.83
5358,escaleras,2567,16.82
5359,colocado ,2566,16.81
5360,lola,2565,16.81
5361,pasará ,2565,16.81
5362,pastor,2565,16.81
5363,press,2565,16.81
5364,vosotros,2562,16.79
5365,lara,2561,16.78
5366,respectivas,2561,16.78
5367,cerebral,2560,16.78
5368,clínico,2560,16.78
5369,entraba,2560,16.78
5370,tele,2560,16.78
5371,w ,2560,16.78
5372,crímenes ,2559,16.77
5373,emisoras ,2559,16.77
5374,plantear,2558,16.76
5375,violación,2558,16.76
5376,ampliamente ,2557,16.76
5377,continúan,2557,16.76
5378,distancias,2556,16.75
5379,desarrollan,2555,16.74
5380,aportar,2553,16.73
5381,leyendo ,2553,16.73
5382,sargento,2553,16.73
5383,verduras,2552,16.72
5384,índole,2551,16.72
5385,negativos,2551,16.72
5386,independientemente ,2550,16.71
5387,vaticano,2550,16.71
5388,logro,2549,16.7
5389,señalando ,2549,16.7
5390,viajero,2549,16.7
5391,accionistas,2548,16.7
5392,pantalones ,2547,16.69
5393,brillantes,2546,16.68
5394,hogares ,2546,16.68
5395,chocolate,2545,16.68
5396,suceder ,2545,16.68
5397,convencer ,2544,16.67
5398,geográfica,2543,16.66
5399,ignorancia,2543,16.66
5400,rodea,2543,16.66
5401,utilizada,2542,16.66
5402,admitir,2541,16.65
5403,bombas  ,2540,16.64
5404,cuántas ,2540,16.64
5405,diámetro,2540,16.64
5406,pensión ,2540,16.64
5407,círculos,2539,16.64
5408,creando ,2538,16.63
5409,inclusive,2538,16.63
5410,recomienda ,2538,16.63
5411,complicaciones ,2537,16.62
5412,quise,2537,16.62
5413,contradicción,2536,16.62
5414,depósito,2536,16.62
5415,mero ,2535,16.61
5416,natalia,2535,16.61
5417,celebrará,2534,16.61
5418,sensaciones ,2534,16.61
5419,sonríe,2534,16.61
5420,miran,2533,16.6
5421,apuntó ,2532,16.59
5422,importe,2532,16.59
5423,milán,2531,16.59
5424,prioridad,2531,16.59
5425,brillo,2530,16.58
5426,obispos ,2530,16.58
5427,abundancia ,2529,16.57
5428,acompañada  ,2529,16.57
5429,desnuda ,2528,16.57
5430,habrán ,2528,16.57
5431,latinoamericanos,2528,16.57
5432,últimamente ,2527,16.56
5433,construcciones ,2526,16.55
5434,reconstrucción,2525,16.55
5435,componen  ,2524,16.54
5436,indicios,2524,16.54
5437,amable ,2523,16.53
5438,mateo ,2523,16.53
5439,metió,2523,16.53
5440,persecución ,2523,16.53
5441,botón,2522,16.53
5442,esteban ,2522,16.53
5443,mínimas ,2522,16.53
5444,hicimos ,2521,16.52
5445,pidiendo,2521,16.52
5446,playas,2521,16.52
5447,grabado ,2520,16.51
5448,censo ,2519,16.51
5449,permaneció ,2519,16.51
5450,picasso ,2519,16.51
5451,reside,2518,16.5
5452,tome ,2517,16.49
5453,admitió,2516,16.49
5454,trascendencia ,2516,16.49
5455,precedentes ,2515,16.48
5456,propósitos,2514,16.47
5457,balcón,2513,16.47
5458,camiones ,2513,16.47
5459,juicios,2513,16.47
5460,compuesta  ,2512,16.46
5461,cerrados,2511,16.45
5462,daría,2511,16.45
5463,acercamiento ,2510,16.45
5464,calvo,2509,16.44
5465,manifestado ,2509,16.44
5466,titulado,2509,16.44
5467,marcelo ,2508,16.43
5468,mostraba ,2508,16.43
5469,expuesto ,2507,16.43
5470,afirman,2506,16.42
5471,soto,2506,16.42
5472,veían,2506,16.42
5473,optimismo ,2505,16.41
5474,interiores,2504,16.41
5475,célula,2502,16.4
5476,gobernar,2502,16.4
5477,músico ,2502,16.4
5478,viajeros,2502,16.4
5479,amantes ,2501,16.39
5480,cervantes,2501,16.39
5481,solicitado,2501,16.39
5482,rechazó ,2500,16.38
5483,desprecio,2498,16.37
5484,veinticinco,2497,16.36
5485,convento ,2496,16.36
5486,golfo,2496,16.36
5487,árabes ,2495,16.35
5488,experimental,2495,16.35
5489,mg ,2495,16.35
5490,zedillo,2495,16.35
5491,benito,2494,16.34
5492,diplomático,2492,16.33
5493,muchísimo  ,2491,16.32
5494,ausente ,2490,16.32
5495,narrador,2489,16.31
5496,apoyado ,2488,16.3
5497,docena ,2488,16.3
5498,radicales,2487,16.3
5499,sugiere,2487,16.3
5500,variación,2486,16.29
5501,males ,2485,16.28
5502,adolescencia ,2484,16.28
5503,cocinar,2484,16.28
5504,maria,2483,16.27
5505,progresiva,2483,16.27
5506,perjuicio,2482,16.26
5507,pib,2480,16.25
5508,conjunta,2479,16.24
5509,esperaban ,2479,16.24
5510,alvaro,2478,16.24
5511,ejerce,2477,16.23
5512,prestar,2477,16.23
5513,ridículo,2477,16.23
5514,saberlo,2477,16.23
5515,telecomunicaciones ,2474,16.21
5516,suelos,2473,16.21
5517,mm  ,2472,16.2
5518,abordar,2471,16.19
5519,aspiraciones,2471,16.19
5520,sanitario,2471,16.19
5521,litros,2470,16.19
5522,ocurría,2470,16.19
5523,tendrían,2470,16.19
5524,denunció ,2469,16.18
5525,tiros,2469,16.18
5526,cumplió ,2468,16.17
5527,maniobra ,2467,16.17
5528,informativos,2466,16.16
5529,perejil,2466,16.16
5530,sanción ,2466,16.16
5531,convencional,2465,16.15
5532,presentaba ,2465,16.15
5533,entraron,2464,16.15
5534,expedición,2464,16.15
5535,normalidad ,2464,16.15
5536,visitante,2464,16.15
5537,reveló,2461,16.13
5538,sr,2461,16.13
5539,carencia,2460,16.12
5540,lástima,2460,16.12
5541,obvio,2460,16.12
5542,transparente,2458,16.11
5543,fundador,2457,16.1
5544,ironía,2457,16.1
5545,alivio,2456,16.09
5546,históricas,2456,16.09
5547,ideológica,2456,16.09
5548,afortunadamente ,2455,16.09
5549,compuestos  ,2455,16.09
5550,habiendo ,2455,16.09
5551,algodón ,2454,16.08
5552,asociado ,2454,16.08
5553,autobús ,2454,16.08
5554,perón,2453,16.07
5555,realismo,2453,16.07
5556,ácidos,2450,16.05
5557,fragmentos ,2449,16.05
5558,mover ,2449,16.05
5559,aporta,2448,16.04
5560,empresariales ,2448,16.04
5561,madrileña,2448,16.04
5562,desorden ,2447,16.03
5563,fax,2447,16.03
5564,logros,2447,16.03
5565,verbal,2447,16.03
5566,aguilar,2446,16.03
5567,seminario,2446,16.03
5568,aventuras,2444,16.02
5569,muscular ,2444,16.02
5570,simpatía,2444,16.02
5571,apellido,2443,16.01
5572,delantero,2443,16.01
5573,euskadi ,2443,16.01
5574,inseguridad,2443,16.01
5575,cee ,2442,16
5576,consolidación,2442,16
5577,exigen,2442,16
5578,poderosa ,2442,16
5579,testimonios,2442,16
5580,conservadores ,2439,15.98
5581,referéndum ,2439,15.98
5582,salazar,2439,15.98
5583,duelo,2438,15.98
5584,patricia,2433,15.94
5585,mora ,2431,15.93
5586,avanzada ,2430,15.92
5587,eterno,2430,15.92
5588,fijar,2430,15.92
5589,prohibición,2430,15.92
5590,auditorio,2429,15.92
5591,buscó ,2429,15.92
5592,conducción ,2429,15.92
5593,continuamente ,2429,15.92
5594,enfrentamientos,2429,15.92
5595,sustituir,2429,15.92
5596,destruir,2428,15.91
5597,nucleares,2428,15.91
5598,reúne,2428,15.91
5599,oportuno,2427,15.9
5600,confirmar,2426,15.9
5601,referido,2425,15.89
5602,centenar,2424,15.88
5603,protocolo,2424,15.88
5604,damas  ,2423,15.88
5605,existían,2422,15.87
5606,apuesta ,2420,15.86
5607,lecho,2420,15.86
5608,tradicionalmente,2420,15.86
5609,extraños,2419,15.85
5610,gotas,2419,15.85
5611,sometidos ,2419,15.85
5612,cruel,2418,15.84
5613,grueso ,2418,15.84
5614,metas ,2418,15.84
5615,trámite,2418,15.84
5616,véase ,2418,15.84
5617,votantes,2418,15.84
5618,revisar,2417,15.84
5619,rumor ,2417,15.84
5620,expulsión,2416,15.83
5621,registró,2416,15.83
5622,casco ,2415,15.83
5623,configuración,2415,15.83
5624,convierten,2415,15.83
5625,deudas ,2415,15.83
5626,transparencia,2415,15.83
5627,transmitir,2414,15.82
5628,austria,2413,15.81
5629,ritual,2412,15.81
5630,celda,2411,15.8
5631,chicago ,2411,15.8
5632,fumar,2411,15.8
5633,impresiones ,2410,15.79
5634,prohibido,2410,15.79
5635,docente ,2409,15.79
5636,invisible,2409,15.79
5637,práctico,2409,15.79
5638,preparados ,2409,15.79
5639,samper ,2409,15.79
5640,tarjetas,2409,15.79
5641,teléfonos,2409,15.79
5642,gigante,2408,15.78
5643,promesas  ,2408,15.78
5644,publicar,2408,15.78
5645,seda ,2406,15.77
5646,vacía,2406,15.77
5647,advertir,2405,15.76
5648,amarilla,2405,15.76
5649,declara,2405,15.76
5650,mortal,2405,15.76
5651,zapatero,2405,15.76
5652,destinada,2404,15.75
5653,estructural,2404,15.75
5654,litro,2404,15.75
